logFC	AveExpr	t	P.Value	adj.P.Val	B	gene	DEG_flag
-6.75947916657206	9.77927600649628	-9.39596560586913	4.8064221769953e-11	2.05282291179469e-08	15.163601195873	HBB	TRUE
-4.40292937885372	6.47424886947259	-9.38809331925078	4.90853684803928e-11	2.05532949784076e-08	15.143390686752	BMP2	TRUE
-3.29513761712952	11.9706410590296	-9.37664313204974	5.06101977365389e-11	2.07842456281498e-08	15.1139789921518	CAV1	TRUE
-5.34913891638014	10.3315594890966	-9.36309118595474	5.24774005402855e-11	2.10934140218123e-08	15.0791446304179	CHRDL1	TRUE
3.79281777002102	9.75888649412485	9.35700577599702	5.33385322958493e-11	2.10934140218123e-08	15.0634940507229	BIRC5	TRUE
-6.64102614661314	7.94062658317571	-9.33945100528715	5.59041707828458e-11	2.17060648557759e-08	15.0183170265467	ADH1B	TRUE
2.73599761421114	9.14341525228789	9.3087256763136	6.07011312482007e-11	2.3147726032238e-08	14.9391410037316	KIF18B	TRUE
-3.40763327028509	10.5720309528776	-9.27113631427597	6.71442577375848e-11	2.51376247918246e-08	14.8420960412651	DOCK11	TRUE
-3.93355747846593	7.49680718160112	-9.26492795698954	6.82735770510808e-11	2.51376247918246e-08	14.8260486929545	TMOD2	TRUE
-4.48436290779726	6.36655321735004	-9.23199185491329	7.45964395111359e-11	2.7000118063734e-08	14.74082483905	TRPA1	TRUE
-6.59073389992603	8.59006292843732	-9.14933168746009	9.32231840368325e-11	3.31796849184426e-08	14.5262665756142	LHX2	TRUE
-3.35026069164413	11.5937183549657	-9.13855849584908	9.59774035991269e-11	3.35999582599894e-08	14.4982324380884	SBSPON	TRUE
-3.84454986662092	7.96920454769644	-9.12103957338251	1.00634241003487e-10	3.42675196667933e-08	14.4526098155047	N4BP2L2	TRUE
3.91888153304	9.30472139412827	9.11935640080191	1.01093595832731e-10	3.42675196667933e-08	14.4482242536488	CCNE1	TRUE
-3.79275030148253	10.5176946127918	-9.11249872631084	1.02987289321559e-10	3.43639619290919e-08	14.430352264559	RAB27B	TRUE
-2.2260460122621	11.0544031432512	-9.10280707401586	1.05725303587837e-10	3.47348285864349e-08	14.4050833619303	GALC	TRUE
-2.97428165943874	10.7981993010131	-9.08360592508781	1.113706917866e-10	3.60351685318613e-08	14.3549817753509	PROS1	TRUE
-3.79829079644497	11.2442298391999	-9.06741455116943	1.1636908893167e-10	3.70904760318777e-08	14.3126936451698	CYBRD1	TRUE
-4.78419244021535	8.9937887081117	-9.04116105273116	1.24963877553465e-10	3.89837774395194e-08	14.244047970832	SERTM1	TRUE
3.63485423609579	8.54537142569328	9.03823719413885	1.25960226800601e-10	3.89837774395194e-08	14.2363969498161	CDT1	TRUE
4.32381174389278	6.28662215247719	9.02396270931347	1.30941785906869e-10	3.99465976863027e-08	14.1990270581611	BUB1	TRUE
-3.58448462915325	10.3045036576438	-8.98103776093703	1.4716378551507e-10	4.42631357700607e-08	14.0864812224333	FGF13	TRUE
-3.3568477976844	9.2552430046561	-8.97452928711082	1.49796171071419e-10	4.44291282393077e-08	14.0693942108616	GHR	TRUE
-5.04799203368449	8.6917595529585	-8.94519027181871	1.62270316939688e-10	4.7442417979516e-08	13.9922962850949	PDE7B	TRUE
-4.84028755540641	7.54818497382459	-8.93680110782097	1.66027844227762e-10	4.7442417979516e-08	13.9702291108734	ABHD12B	TRUE
-3.87982643369087	9.59540202111168	-8.9354955246139	1.66620526736769e-10	4.7442417979516e-08	13.9667939811201	CSGALNACT1	TRUE
-5.7510727181464	7.51184615526399	-8.91238336768401	1.77476223584893e-10	4.96233961155824e-08	13.9059444592778	SGCG	TRUE
3.94108848565427	8.06797062648211	8.9094025823557	1.78927721887138e-10	4.96233961155824e-08	13.8980913040314	S100A1	TRUE
-2.74385624928942	12.2189100979174	-8.8982559764287	1.84463419842645e-10	4.98891828716979e-08	13.8687136851546	UGP2	TRUE
-2.44327953522963	11.8539120877683	-8.89806763261427	1.84558438158002e-10	4.98891828716979e-08	13.8682171454707	CAST	TRUE
-2.82272111732844	10.1264972696697	-8.86898540465979	1.99844128781399e-10	5.33458921265848e-08	13.7914877098258	ADH5	TRUE
-5.41212606382066	9.26413564632147	-8.85195379625674	2.09387734347618e-10	5.52033958888071e-08	13.7464981764392	BCHE	TRUE
-4.47851754304572	6.75679099249991	-8.83449645813442	2.19651482477353e-10	5.72031391256569e-08	13.7003427423741	EPB42	TRUE
-2.48584609843047	11.0952546355918	-8.8288587774882	2.23074214339265e-10	5.73945764724698e-08	13.6854283590241	UBL3	TRUE
-3.11913618563262	8.2480894153413	-8.7897333281644	2.48371239239871e-10	6.3142473975803e-08	13.5818028074272	CPE	TRUE
-4.60258844813778	8.83414336395735	-8.7706829379344	2.61726011122172e-10	6.57548113825174e-08	13.531271248207	DSC3	TRUE
-4.0090193738327	9.50617245510725	-8.75472187979961	2.73476024044495e-10	6.79079127147697e-08	13.4888961038277	CAV2	TRUE
-5.19838766546805	7.060230599849	-8.74623015813308	2.79944528304148e-10	6.87151195624723e-08	13.4663372214247	PRG4	TRUE
2.99304903321566	9.80271307175294	8.72825748980259	2.94152944572663e-10	7.1382228765332e-08	13.4185591567934	KIF2C	TRUE
3.22274583507003	7.3994529816153	8.70035407470048	3.17680029335045e-10	7.62253598477516e-08	13.3442945314209	LINC01770	TRUE
-2.41801923804167	9.95307145571802	-8.68334022366391	3.3295561802404e-10	7.81558889120633e-08	13.2989605619661	CCDC28A	TRUE
-4.71997135035881	7.24785124072805	-8.68324251822091	3.33045464340799e-10	7.81558889120633e-08	13.2987001094193	LRRN4	TRUE
3.22804942952072	8.41167025290214	8.66835089850246	3.47031461999035e-10	8.05527920759718e-08	13.2589885559362	KIAA1217	TRUE
-4.5692286711972	10.3537291504414	-8.62917447900921	3.86746271756395e-10	8.88060928318045e-08	13.1543736367425	FYB2	TRUE
3.08635610838797	11.0018534952982	8.60604447454003	4.1233314735847e-10	9.36741953387247e-08	13.092511300584	AURKA	TRUE
-3.3866403475138	7.6638619823837	-8.58824231798075	4.33193061260827e-10	9.73255436585844e-08	13.0448496268562	DIXDC1	TRUE
-4.48305856507014	7.43624003460895	-8.5846583992197	4.37520589614802e-10	9.73255436585844e-08	13.0352492704653	HSD17B2	TRUE
-5.42708764715907	8.33846923165309	-8.57239436770396	4.5266444021352e-10	9.96561765026775e-08	13.0023842062002	WNT2B	TRUE
-4.76770742940813	9.70597005691129	-8.56616665434138	4.60557384936826e-10	1.00359213829856e-07	12.9856875183057	DCN	TRUE
-3.55659490420657	7.57438692241269	-8.55339864029374	4.77179598273393e-10	1.0293101334473e-07	12.9514398750656	PITPNC1	TRUE
-4.32112447339169	10.5665039377976	-8.54322868970384	4.90854800146557e-10	1.04815901613858e-07	12.9241454411191	PDGFD	TRUE
-3.43015940929118	10.9916263997358	-8.53966945568492	4.95734304050555e-10	1.04815901613858e-07	12.9145897970224	FLRT2	TRUE
4.20036617167622	9.00057466799571	8.51598745801872	5.29480658052e-10	1.10853524046083e-07	12.8509666412523	GLDC	TRUE
3.19050721413159	9.42829526409704	8.5079615768742	5.41439502419439e-10	1.12256704603564e-07	12.8293876833639	CCNB2	TRUE
-3.78381945658531	6.67132930502667	-8.48578472717372	5.75930682513579e-10	1.1825961274113e-07	12.7697169493468	RBPMS	TRUE
-6.11564096357147	8.64896935203907	-8.46154843491113	6.16185300327973e-10	1.25320353223846e-07	12.7044303926443	OGN	TRUE
-5.36145031490445	10.3271468648122	-8.4557045822699	6.26312054409138e-10	1.26178244546294e-07	12.6886768811652	SFRP1	TRUE
-4.02777621852579	9.70045211043698	-8.45223676777404	6.32401163216652e-10	1.26214269537305e-07	12.6793264202159	EPCIP	TRUE
2.69992360992498	8.41285589925928	8.44622987862896	6.43091284452849e-10	1.27159392402691e-07	12.6631259554016	UBE2C	TRUE
-3.14439454829804	11.2850830291701	-8.43961258114543	6.55080386099619e-10	1.28341666469334e-07	12.6452737218183	VIM	TRUE
-2.5383155241373	8.93819859400838	-8.41812484706836	6.95600243790231e-10	1.35041301874004e-07	12.587264053782	CYP39A1	TRUE
3.02983289149013	10.4577034561268	8.41405335499372	7.03560286520521e-10	1.35356125393205e-07	12.5762655477794	NR2F6	TRUE
3.46219001813922	8.9911641291565	8.39985904729238	7.32041882237081e-10	1.39578164242615e-07	12.5379047972189	INAVA	TRUE
-3.63190195854868	7.59340630841952	-8.38302586485279	7.67341230261888e-10	1.45013911258784e-07	12.4923781260403	PDLIM3	TRUE
3.22042866135228	10.0157437837963	8.36038455894279	8.17564144428429e-10	1.5314984477429e-07	12.4310844620577	SORT1	TRUE
3.24204863064813	7.34982512708237	8.33503000174709	8.77782381023329e-10	1.63000371710897e-07	12.3623662108651	LOC100129098	TRUE
-4.19958797263881	8.60297115671212	-8.3227953368583	9.08432605779441e-10	1.65974164426224e-07	12.3291767793796	TMEM255A	TRUE
-3.64723733382796	9.46811570787463	-8.32243915663781	9.09341008563252e-10	1.65974164426224e-07	12.3282102647724	RSPO1	TRUE
-2.540929186978	10.0321227823999	-8.31089638063114	9.39284461858519e-10	1.69986607482955e-07	12.2968793976115	CCNDBP1	TRUE
2.91718947061238	9.58487512694222	8.28813719559265	1.00129161476683e-09	1.79685566666771e-07	12.2350529665028	BUB1B	TRUE
-3.90825466414213	8.3363280143909	-8.25759360314516	1.09109559064589e-09	1.94169552818691e-07	12.1519746894982	ADH1C	TRUE
-4.43115092366139	6.81641270326614	-8.24624196828406	1.12651961663655e-09	1.97540104860407e-07	12.1210677385217	SEL1L2	TRUE
-2.46340567413949	11.9381635834978	-8.24560666659116	1.1285363049857e-09	1.97540104860407e-07	12.1193375215398	ANXA4	TRUE
-5.44789009789064	8.21001823883976	-8.2190728861105	1.21612132030538e-09	2.11140412968466e-07	12.0470276848017	RARRES1	TRUE
-3.50071853681563	8.65160971352637	-8.21334539050829	1.23591534193371e-09	2.12846549411244e-07	12.0314072909837	NBEA	TRUE
-2.88263252788744	10.5702716573533	-8.18911926821318	1.32332385945996e-09	2.23961064569988e-07	11.9652899381615	SERINC1	TRUE
-4.283568099262	9.18421507031829	-8.18911735602934	1.32333100076918e-09	2.23961064569988e-07	11.9652847165228	RNASE4	TRUE
2.94005670222886	8.6250999382433	8.18682628282314	1.33191548585289e-09	2.23961064569988e-07	11.959028102634	MTFR2	TRUE
2.19184935081977	8.6329020826459	8.18404213006454	1.34242362652327e-09	2.2396450425316e-07	11.9514240555547	RAD51	TRUE
-5.62349107355377	7.70829145736553	-8.14882013785729	1.48286177173974e-09	2.45476846011644e-07	11.8551411530823	GADL1	TRUE
-2.01799426256279	12.2583711390452	-8.1323757891461	1.55344855811343e-09	2.55183799680864e-07	11.8101350674692	EIF3D	TRUE
2.97003112917238	10.3364160589967	8.1273594621001	1.57565261551015e-09	2.56683746700978e-07	11.7963992260856	PRR11	TRUE
-2.4085877899394	10.5190464039945	-8.1249082847488	1.58661927251365e-09	2.56683746700978e-07	11.7896861928284	LGALS8	TRUE
-4.33999716962676	10.8030004178857	-8.1190127396463	1.61331444557016e-09	2.59040075076322e-07	11.7735369791696	PCDH17	TRUE
3.67142120274477	8.07719230319161	8.09930188617821	1.70592079744208e-09	2.71865213652056e-07	11.7195128159096	PCDH19	TRUE
3.38290668525768	7.26557133524918	8.08214365760248	1.79091825825396e-09	2.83296736333431e-07	11.6724452896914	C12orf56	TRUE
-4.4596985786483	7.16410248949522	-8.07660459032257	1.81926512521791e-09	2.85664755507563e-07	11.6572429522528	KCNT2	TRUE
-2.38302825579035	10.0543453356153	-8.0683072736507	1.86258188715833e-09	2.90331651096833e-07	11.6344632453581	CPVL	TRUE
-3.34768031534134	11.1586519890257	-8.0633802707077	1.88879739181094e-09	2.92284552913932e-07	11.6209324354086	LXN	TRUE
2.76028753538824	11.0321632516349	8.02375756642861	2.11370745662659e-09	3.24735415368782e-07	11.5120085640242	CKS2	TRUE
-3.29198092695719	10.3246665394964	-8.00518560677634	2.22830023327591e-09	3.39895367725765e-07	11.4608867822055	ZFPM2	TRUE
3.22496014820262	10.8058545911149	7.99747817416996	2.27768871350581e-09	3.43241780789445e-07	11.4396585521247	SLC2A1	TRUE
3.62096207500568	10.6056790248642	7.99675412159387	2.28238505605718e-09	3.43241780789445e-07	11.437663951027	AIF1L	TRUE
2.97509452826343	8.62836659300457	7.98316045619621	2.37240256780451e-09	3.54284313534722e-07	11.4002045028263	BSPRY	TRUE
-4.59438348441734	7.77863475785375	-7.95007529072612	2.60684285105025e-09	3.86591174195681e-07	11.3089384821	ANKRD29	TRUE
-3.20336876591962	10.7144056060223	-7.94416488266723	2.65113485880490e-09	3.90448171791576e-07	11.2926204266966	LIFR	TRUE
3.4341969867401	7.65920544511311	7.93982709834131	2.68412676422628e-09	3.92599500342823e-07	11.2806415210118	CDC25A	TRUE
-3.01479218813814	10.6391905670655	-7.93636010386315	2.71079488141666e-09	3.93802889065665e-07	11.2710656765225	FLRT3	TRUE
3.51549849099525	8.57543231977311	7.92952522013423	2.76415853076861e-09	3.98841928544349e-07	11.2521834324106	UHRF1	TRUE
3.70041427005748	7.15314188669543	7.92685210878721	2.78531765776345e-09	3.9919770860093e-07	11.2447970740194	PLEKHG2	TRUE
3.69420475552438	6.79501550454955	7.91245205045136	2.90216064722865e-09	4.13170937477119e-07	11.2049918196459	NCAPH	TRUE
2.86620462266432	7.42237186544671	7.88529330324977	3.13623554959711e-09	4.43538477891697e-07	11.1298501604309	SNTB1	TRUE
-2.49408014433998	11.577646485806	-7.86973869127461	3.27882905612128e-09	4.6065391114125e-07	11.086774283907	POLR2M	TRUE
-2.08721996292811	12.3081355684396	-7.85203916675875	3.44910300587315e-09	4.81409115623667e-07	11.0377231111744	RTN4	TRUE
-2.94941722680244	10.6829687247397	-7.84351476307014	3.53428181618351e-09	4.87449724090951e-07	11.0140858245136	KITLG	TRUE
-4.7847233375004	9.57221272592552	-7.84314410349876	3.53803358623729e-09	4.87449724090951e-07	11.0130578271006	TFPI2	TRUE
-4.68028956756952	6.32306931592101	-7.83496462484175	3.62186080286697e-09	4.95800240033489e-07	10.99036846561	HBG2	TRUE
4.71406508455106	9.82739960389609	7.81926912745312	3.78839833288567e-09	5.15294563049513e-07	10.946807828434	MECOM	TRUE
-4.56129138110754	6.6455639176142	-7.81325395436771	3.85426169113125e-09	5.20935179836126e-07	10.930105806728	RERG	TRUE
-2.15500339829451	11.2704746795209	-7.79843000608004	4.02157655893308e-09	5.40130612679345e-07	10.888926610653	HDDC2	TRUE
3.9783632209343	8.21947125215455	7.7815314614578	4.22131048678661e-09	5.634130340333e-07	10.8419527609338	PAX8	TRUE
-2.96952922477804	8.92973882383097	-7.75883718252497	4.50546809876998e-09	5.9739244634271e-07	10.7788153196054	TFPI	TRUE
-2.20940322531859	10.5753796449467	-7.75680456645358	4.53184623308447e-09	5.9739244634271e-07	10.7731574593159	SH3GLB1	TRUE
2.81170774170502	8.75622279996919	7.75324508876442	4.57841673504457e-09	5.98122283123716e-07	10.7632483599904	RMI2	TRUE
3.57514571943238	9.483672443515	7.75210769439492	4.59339987976068e-09	5.98122283123716e-07	10.7600816971614	LZTS3	TRUE
-3.36674967161942	7.83970756938356	-7.747807320375	4.65050018966391e-09	6.01887463941047e-07	10.7481074962471	CHN2	TRUE
2.2635150130394	8.98428579578881	7.72810913826334	4.92138905620504e-09	6.33110019850956e-07	10.6932312140853	CELSR3	TRUE
-3.08484382198617	7.01485040324315	-7.72492019213899	4.96672388111013e-09	6.35116098689263e-07	10.6843430252998	NHERF4	TRUE
-5.66115039906562	9.91681776183523	-7.72257477388092	5.00033680157867e-09	6.35608288081622e-07	10.6778051525786	ABCA8	TRUE
-3.68779715968236	11.2828965731809	-7.71998795681852	5.03767669206803e-09	6.36565596207769e-07	10.6705936383281	PLSCR4	TRUE
-2.41443095004595	9.57926959817298	-7.7086053322496	5.20536792653470e-09	6.53886071006755e-07	10.6388520060629	UFM1	TRUE
3.74294818722842	7.02033527223366	7.69755474191287	5.37357920578167e-09	6.7106891192671e-07	10.6080219495619	PRAME	TRUE
3.66925835313249	7.07767208210439	7.68581507195313	5.55831985214321e-09	6.90104188619292e-07	10.5752540004764	ERCC6L	TRUE
3.12655726823671	8.49954928543027	7.67394061175547	5.75173174355667e-09	7.0998977678412e-07	10.5420937003826	TTK	TRUE
-3.53583685061291	7.08537632560779	-7.66145000316912	5.96254580440243e-09	7.31782561224218e-07	10.5071953164451	TACC1	TRUE
-2.29533338431036	9.82859978771397	-7.64205157720059	6.30558210321682e-09	7.66599695569913e-07	10.4529613754565	LAMP2	TRUE
3.01932745375766	8.09953885902309	7.64080806100856	6.32824225764109e-09	7.66599695569913e-07	10.4494833028276	NUF2	TRUE
-4.06255880440112	9.37779368941933	-7.63940391808689	6.3539286404062e-09	7.66599695569913e-07	10.44555575142	ALDH1A3	TRUE
-3.62843196994104	7.36640558213835	-7.61733234706714	6.77185640914704e-09	8.09708708296811e-07	10.3837896155184	BNC2	TRUE
-2.69375533781595	12.2043799336945	-7.61655519930521	6.78706901358601e-09	8.09708708296811e-07	10.3816138035623	MBNL3	TRUE
-2.09466755599543	9.99721201579569	-7.60692439340864	6.97848911151636e-09	8.2792019431351e-07	10.3546443931186	AKAP11	TRUE
-2.73763854437597	11.2104887695123	-7.59681013244043	7.18541011487323e-09	8.47759298359767e-07	10.3263099056611	STK26	TRUE
-2.93789520361411	9.85199416324178	-7.5932291613176	7.26015133641596e-09	8.51871053786609e-07	10.3162752772826	ARRDC4	TRUE
-4.10081542312102	8.71631110414151	-7.59026676389836	7.32257667388819e-09	8.54500682354549e-07	10.3079729341134	RAB38	TRUE
-3.56740600153574	7.33862265511406	-7.5828838605062	7.48052976443625e-09	8.68188658258348e-07	10.2872775090379	RADX	TRUE
-3.35155502937128	10.588939636124	-7.57939634235476	7.5563389760181e-09	8.72246588285765e-07	10.2774993327201	PMP22	TRUE
-2.96154150205457	12.0608160093888	-7.56630947304418	7.84781731968173e-09	9.00404820672516e-07	10.2407947364052	CLDN1	TRUE
-2.79311019167491	9.9212499021646	-7.56427751723805	7.8940847595668e-09	9.00404820672516e-07	10.2350940206455	PLCL2	TRUE
3.24089755744979	9.38891062158074	7.56260565982707	7.93235987897845e-09	9.00404820672516e-07	10.2304032277055	CSPG5	TRUE
2.56698079118078	11.333146008169	7.56101586867053	7.96893051309321e-09	9.00404820672516e-07	10.2259424027725	MIR23AHG	TRUE
-2.25740991341823	9.66599873378832	-7.53907749352595	8.49138030660246e-09	9.54386454986818e-07	10.1643564684992	PKD2	TRUE
-3.9515630903649	6.17445570021442	-7.53525675135621	8.58585449522794e-09	9.59952475107815e-07	10.1536253439022	ADCYAP1	TRUE
-4.43838648601772	8.29962851054792	-7.50212060022825	9.45117586110841e-09	1.05119719017693e-06	10.06049015555	TCEAL7	TRUE
2.22311199649792	8.94836108454511	7.49970335970052	9.51765445113135e-09	1.05310627359539e-06	10.0536913519557	SPAG5	TRUE
-3.19071185386024	10.4824083359629	-7.49707724802897	9.59041408645411e-09	1.05568707637231e-06	10.046304348209	PTGER4	TRUE
2.58657383621905	9.01578737726309	7.47173391827582	1.03221880503183e-08	1.13041192725409e-06	9.97497739103637	CBX2	TRUE
2.32219017507447	11.0423703567299	7.44673133949758	1.10995445626175e-08	1.2093406843607e-06	9.90454133988053	ORC6	TRUE
2.7296500425867	8.88363621327991	7.44319508996312	1.12141757705294e-08	1.21124378638763e-06	9.8945737595543	FAM83D	TRUE
-2.23296672351527	9.13001803571795	-7.44269600127338	1.12304504661555e-08	1.21124378638763e-06	9.89316687676832	MYZAP	TRUE
-4.00230281066102	9.41044235983654	-7.4376379116691	1.13967438474191e-08	1.22300233598812e-06	9.8789071048229	PGR	TRUE
-3.85603517191597	6.29992080214298	-7.43030442990318	1.16422817543571e-08	1.24310463432148e-06	9.85822768225081	HBG1	TRUE
-4.32230425124563	8.50265645522702	-7.42236360101447	1.19141976416695e-08	1.26580940615847e-06	9.83582914761264	GPM6A	TRUE
-3.10992970577789	9.29571679055759	-7.40829198520127	1.24119372160826e-08	1.31150417376509e-06	9.79612114271885	PLCE1	TRUE
-2.33783314771636	10.6741309410167	-7.40676721005263	1.24671199847489e-08	1.31150417376509e-06	9.79181719198299	RAB31	TRUE
-2.23425404964884	11.6443379472288	-7.39017955781909	1.30837260654376e-08	1.36962240258539e-06	9.74497968516537	TMX4	TRUE
-3.40229342858576	9.65119130823621	-7.37801862922944	1.3555310243532e-08	1.41206658658842e-06	9.71062321166466	SMARCA2	TRUE
3.85715220667224	7.88733127744702	7.3734753674002	1.37358733498475e-08	1.42392997760191e-06	9.69778382093131	HMGA1	TRUE
-2.86439338974243	10.5178455166853	-7.36402693300861	1.41192161670437e-08	1.45132521437459e-06	9.67107534869771	SLC30A4	TRUE
-3.38921958139072	6.96777888060014	-7.36361765573253	1.41360639002536e-08	1.45132521437459e-06	9.66991820853021	MTUS2	TRUE
3.17820904302637	8.29620513875045	7.33747708610019	1.52553686463188e-08	1.55874831312028e-06	9.59597546361109	KLK8	TRUE
3.12371521366578	7.81896781355877	7.32940470952769	1.56188265968098e-08	1.58828591416606e-06	9.57312715331611	GJC1	TRUE
